OUA;Turno;Parcela;Perso_Ag;Personalidad;Nueva_Personalidad;Año;Semana;Día;Estado Embalse;Estado Riego;Fiscalizacion;Accion_Ag;etiqueta_agente;etiqueta_com;contador_multas;acumulado_utm
1;5;5970;Egoista;0.2;0.01;2;16;320;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;16;321;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;321;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;321;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
1;5;5970;Egoista;0.2;1.0;2;16;322;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;322;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;322;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;16;323;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;323;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;323;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;16;324;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;324;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;324;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;16;325;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;325;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;16;325;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;326;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;326;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;326;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;327;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;327;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;327;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;328;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;328;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;328;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;329;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;329;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;329;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;330;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;330;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;330;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;331;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;331;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;331;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;17;332;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;332;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;17;332;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;18;333;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;333;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;333;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;18;334;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;334;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;334;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;18;335;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;335;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;335;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;18;336;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;336;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;336;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;18;337;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;337;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;337;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;18;338;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;338;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;338;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;18;339;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;339;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;18;339;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;340;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;340;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;340;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;341;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;341;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;341;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;342;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;342;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;342;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;343;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;343;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;343;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;344;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;344;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;344;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;345;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;345;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;345;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;19;346;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;346;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;19;346;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;20;347;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;347;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;347;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;20;348;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;348;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;348;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;20;349;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;349;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;349;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;20;350;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;350;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;350;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;20;351;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;351;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;351;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;20;352;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;352;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;352;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;20;353;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;353;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;20;353;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;354;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;354;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;354;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;355;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;355;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;355;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;356;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;356;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;356;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;357;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;357;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;357;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;358;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;358;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;358;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;359;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;359;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;359;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;21;360;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;360;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;21;360;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;22;361;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;361;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;361;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;22;362;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;362;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;362;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;22;363;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;363;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;363;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;22;364;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;364;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;364;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;22;365;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;365;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;365;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;22;366;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;366;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;366;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
1;5;5970;Egoista;0.2;1.0;2;22;367;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;367;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;22;367;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;23;368;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;368;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;368;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;23;369;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;369;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;369;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;23;370;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;370;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;370;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;23;371;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;371;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;371;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;23;372;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;372;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;372;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;23;373;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;373;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;373;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;23;374;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;374;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;23;374;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;375;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;375;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;375;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;376;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;376;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;376;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;377;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;377;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;377;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;378;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;378;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;378;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;379;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;379;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;379;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;380;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;380;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;380;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;24;381;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;381;Riego Regulado;No Habilitado;50;Ignorar Turno;OFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;24;381;Riego Regulado;No Habilitado;10;Ignorar Turno;OFF;OFF;0;0
1;5;5970;Egoista;0.2;1.0;2;25;382;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;382;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;382;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;25;383;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;383;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;383;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;25;384;Riego Regulado;Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;384;Riego Regulado;Habilitado;50;Ignorar Turno;AFF;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;384;Riego Regulado;Habilitado;10;Ignorar Turno;AFF;AFF;0;0
1;5;5970;Egoista;0.2;1.0;2;25;385;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;385;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;385;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;25;386;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;386;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;386;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;25;387;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;387;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;387;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;25;388;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;388;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;25;388;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;389;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;389;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;389;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;390;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;390;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;390;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;391;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;391;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;391;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;392;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.060000000000000005;2;26;392;Riego Regulado;No Habilitado;50;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;392;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;393;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;393;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;393;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;394;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;394;Riego Regulado;No Habilitado;50;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;0.01;2;26;394;Riego Regulado;No Habilitado;10;Ignorar Turno;;ADAP;0;0
1;5;5970;Egoista;0.2;1.0;2;26;395;Riego Regulado;No Habilitado;90;Respetar Turno;;ADAP;0;0
